estados,Precio,land_area,build_area,bedrooms,bathrooms,half_bathrooms,garages,Publicacion,Pisos
HIDALGO,2600000,144,456,4,3,3,2,51,2
HIDALGO,1850000,165,165,3,3,1,2,36,2
HIDALGO,750000,105,80,3,1,1,0,6,1
HIDALGO,1800000,105,175,4,3,0,2,51,2
HIDALGO,1200000,225,201,5,1,0,0,14,2
HIDALGO,900000,495,85,2,1,0,3,7,1
HIDALGO,1700000,165,165,3,2,1,2,38,2
HIDALGO,1270000,119,147,3,2,1,2,4,2
HIDALGO,655000,105,72,3,1,0,0,6,1
HIDALGO,2300000,136,240,3,2,1,2,40,2
HIDALGO,720000,105,78,3,2,0,1,16,1
HIDALGO,1530000,150,170,3,2,1,2,39,2
HIDALGO,1230000,120,146,3,2,1,2,29,2
HIDALGO,690000,101,95,2,1,0,2,0,2
HIDALGO,485000,96,69,3,2,0,1,12,1
HIDALGO,450000,105,65,2,1,0,2,39,1
HIDALGO,1350000,164,170,3,1,1,2,6,2
HIDALGO,2500000,193,193,3,3,0,2,12,3
HIDALGO,2150000,440,350,6,3,0,4,29,2
HIDALGO,550300,68,91,1,2,0,1,19,2
HIDALGO,2500000,210,420,4,2,0,2,10,1
HIDALGO,1590000,245,96,3,1,0,1,29,1
HIDALGO,1200000,90,119,3,2,0,1,5,3
HIDALGO,830000,105,83,3,1,0,2,54,1
HIDALGO,2350000,128,210,3,3,1,2,51,2
HIDALGO,2900000,230,320,4,2,1,2,13,1
HIDALGO,1165000,105,120,5,3,0,1,29,2
HIDALGO,1350000,119,128,3,2,1,2,0,2
HIDALGO,780000,107,112,3,1,1,1,23,1
HIDALGO,5500000,780,300,2,2,1,3,0,1
HIDALGO,1350000,164,170,3,1,1,2,6,2
HIDALGO,780000,105,120,1,1,0,0,35,1
HIDALGO,1300000,128,170,3,2,0,2,0,2
HIDALGO,2000000,128,160,3,2,0,2,4,2
HIDALGO,1300000,150,130,3,2,1,2,3,1
HIDALGO,760000,105,72,3,1,1,2,7,1
HIDALGO,990000,150,85,2,2,0,2,0,1
HIDALGO,485000,96,76,3,2,0,1,19,1
HIDALGO,480000,105,70,2,1,0,2,37,1
HIDALGO,1745699,175,175,3,3,2,4,3,1
HIDALGO,470000,90,55,2,2,0,1,10,1
HIDALGO,1800000,112,170,3,3,1,2,2,1
HIDALGO,1490000,132,135,3,2,1,0,6,1
HIDALGO,950000,90,156,4,3,0,1,56,2
HIDALGO,530000,90,56,2,0,0,2,2,1
HIDALGO,1300000,154,165,3,3,0,2,5,2
HIDALGO,2350000,128,210,3,3,1,2,47,3
HIDALGO,1150000,105,111,3,2,1,2,33,1
HIDALGO,1250000,170,89,3,1,1,1,5,2
HIDALGO,2000000,180,220,3,3,1,2,13,1
HIDALGO,2150000,128,162,3,3,1,2,4,2
HIDALGO,1300000,130,169,3,2,1,3,12,1
HIDALGO,1345000,105,170,3,2,1,0,16,2
HIDALGO,1700000,135,130,3,2,1,2,0,2
HIDALGO,1100000,144,262,3,2,1,2,6,2
HIDALGO,1100000,150,103,3,2,0,2,5,1
HIDALGO,1480000,193,193,3,3,0,2,24,1
HIDALGO,1400000,142,204,3,2,1,0,5,3
HIDALGO,1284000,120,145,1,1,0,0,11,1
HIDALGO,1450000,142,142,3,2,1,2,3,1
HIDALGO,2235000,121,184,2,2,1,0,6,1
HIDALGO,1190000,130,130,3,2,1,2,2,1
HIDALGO,1790000,160,240,3,2,1,2,25,2
HIDALGO,1100000,160,135,4,2,1,2,34,2
HIDALGO,780000,120,195,3,2,0,1,37,1
HIDALGO,4400000,679,400,3,2,0,4,54,1
HIDALGO,2100000,136,131,3,3,1,2,15,1
HIDALGO,560000,70,70,2,1,1,1,15,2
HIDALGO,489200,68,68,2,1,1,1,5,1
HIDALGO,800000,112,190,5,6,0,1,37,1
HIDALGO,2850000,160,190,3,3,1,2,0,2
HIDALGO,985000,105,138,3,2,1,2,0,2
HIDALGO,660000,90,58,2,1,1,2,0,1
HIDALGO,950000,90,156,4,3,0,1,37,2
HIDALGO,749800,90,72,3,2,0,2,20,2
HIDALGO,536640,90,56,3,1,0,1,11,1
HIDALGO,2200000,135,152,3,3,1,2,7,1
HIDALGO,1382000,127,152,3,2,1,1,35,2
HIDALGO,1700000,135,130,3,2,1,2,13,1
HIDALGO,420000,90,65,2,1,1,2,0,2
HIDALGO,1350000,164,170,3,1,1,2,7,2
HIDALGO,2050000,114,169,3,2,1,2,30,2
HIDALGO,1000000,105,126,3,2,1,2,7,1
HIDALGO,780000,90,60,2,1,0,1,18,1
HIDALGO,420000,90,69,2,1,0,1,12,2
HIDALGO,519000,90,68,3,1,0,0,6,1
HIDALGO,1085000,90,130,3,2,1,2,38,1
HIDALGO,1750000,120,228,4,2,1,2,14,3
HIDALGO,1395000,150,200,4,3,1,2,38,3
HIDALGO,2800000,200,160,4,2,1,2,51,2
HIDALGO,890000,90,78,3,1,1,2,40,2
HIDALGO,620000,90,63,2,1,1,2,7,1
HIDALGO,1350000,164,170,3,1,1,2,7,2
HIDALGO,538000,122,60,3,1,0,2,39,1
HIDALGO,508640,105,85,2,1,0,0,14,1
HIDALGO,3000000,1035,220,3,2,1,6,21,1
HIDALGO,1150000,105,156,1,2,2,2,16,3
HIDALGO,850000,912,195,3,3,0,10,32,1
HIDALGO,3576000,162,290,3,2,1,2,14,2
HIDALGO,8400000,500,370,3,3,2,4,39,2
HIDALGO,1595000,140,160,3,2,1,2,3,1
HIDALGO,380000,105,55,2,1,0,1,27,1
HIDALGO,580000,90,80,2,1,1,0,6,2
HIDALGO,1680000,112,170,3,3,1,2,5,1
HIDALGO,525000,90,95,4,3,0,2,2,1
HIDALGO,873500,171,104,2,1,0,1,4,2
HIDALGO,1350000,164,170,3,1,1,2,7,2
HIDALGO,850000,90,85,3,1,0,1,5,2
HIDALGO,1250000,155,171,3,2,1,2,18,1
HIDALGO,2913000,3354,216,3,1,0,0,6,1
HIDALGO,1860000,700,200,3,1,1,0,5,2
HIDALGO,1290000,450,200,3,1,0,2,4,1
HIDALGO,3250000,160,218,3,2,1,2,0,2
HIDALGO,1990000,305,180,3,0,0,3,10,1
HIDALGO,4400000,216,255,4,4,1,3,0,3
HIDALGO,799000,105,70,3,1,1,2,0,1
HIDALGO,1560000,128,150,3,2,1,2,18,2
HIDALGO,4000000,448,362,6,3,2,4,35,3
HIDALGO,1500000,180,270,4,3,0,3,28,2
HIDALGO,420000,90,65,2,1,0,2,53,1
HIDALGO,5200000,3246,597,7,6,1,10,36,1
HIDALGO,650000,140,65,2,1,0,2,35,1
HIDALGO,1105000,105,110,3,1,1,0,6,1
HIDALGO,1050000,107,105,3,2,1,1,22,2
HIDALGO,900000,105,170,3,2,0,2,29,2
HIDALGO,1150000,94,130,3,1,0,2,40,1
HIDALGO,2700000,310,310,3,3,1,2,33,1
HIDALGO,1450000,112,146,3,2,0,0,30,2
HIDALGO,2900000,160,240,4,4,0,2,0,3
HIDALGO,845000,110,84,3,1,1,2,12,1
HIDALGO,700000,306,112,1,0,0,0,6,1
HIDALGO,1625000,125,141,3,2,0,2,54,1
HIDALGO,2250000,149,158,3,2,1,2,0,2
HIDALGO,850000,105,83,3,1,1,2,7,1
HIDALGO,2890000,250,240,6,1,2,2,47,2
HIDALGO,1850000,107,170,3,2,1,0,6,1
HIDALGO,1595000,144,180,3,2,1,2,4,2
HIDALGO,780000,120,195,2,2,0,1,37,1
HIDALGO,6000000,1173,408,5,3,0,0,55,1
HIDALGO,485000,105,64,2,1,0,0,6,1
HIDALGO,1150000,105,156,3,2,0,1,5,3
HIDALGO,1350000,164,170,3,1,1,2,7,2
HIDALGO,7500000,600,400,3,4,1,4,6,2
HIDALGO,2500000,390,250,3,2,0,2,32,2
HIDALGO,1400000,127,127,3,2,1,2,36,2
HIDALGO,1130000,130,130,3,2,1,2,2,1
HIDALGO,6500000,270,370,3,4,1,2,18,1
HIDALGO,1300000,100,140,3,2,1,1,29,3
HIDALGO,4183000,284,284,3,2,1,2,24,1
HIDALGO,2200000,105,140,3,2,1,2,4,2
HIDALGO,975000,90,126,3,2,0,1,37,1
HIDALGO,3000000,160,239,5,5,0,2,51,2
HIDALGO,460000,90,70,2,1,0,1,46,1
HIDALGO,1100000,526,181,3,2,1,2,43,2
HIDALGO,2720000,148,258,4,3,1,2,51,2
HIDALGO,3500000,200,290,3,4,1,2,19,3
HIDALGO,2100000,179,302,3,5,0,2,52,1
HIDALGO,1146310,168,168,3,1,1,1,14,2
HIDALGO,1850000,128,165,3,3,1,2,22,2
HIDALGO,585000,90,71,2,1,1,1,38,2
HIDALGO,3300000,350,350,4,3,2,2,29,4
HIDALGO,2300000,525,200,2,1,0,2,19,1
HIDALGO,1790000,864,300,4,3,0,5,33,1
HIDALGO,1800000,165,165,3,3,1,2,36,2
HIDALGO,2500000,257,304,5,2,0,3,6,2
HIDALGO,750000,112,80,2,1,0,1,6,1
HIDALGO,5350000,162,380,3,4,2,2,29,4
HIDALGO,2100000,140,200,3,3,1,2,3,1
HIDALGO,700000,90,60,2,1,0,2,3,1
HIDALGO,5350000,162,380,3,3,2,2,20,4
HIDALGO,1680000,112,170,3,3,1,2,30,1
HIDALGO,1600000,446,200,3,3,0,3,6,2
HIDALGO,1350000,164,170,3,1,1,2,7,2
HIDALGO,1450000,180,270,4,3,1,3,47,2
HIDALGO,420000,105,55,2,1,0,1,33,1
HIDALGO,381700,59,59,2,1,0,1,5,1
HIDALGO,1820000,112,140,3,2,1,2,0,2
HIDALGO,1260000,136,192,2,1,0,0,8,1
HIDALGO,2100000,128,150,3,2,1,2,5,2
HIDALGO,990000,105,85,2,1,0,2,37,1
HIDALGO,690000,105,76,2,1,1,2,0,2
HIDALGO,1200000,106,136,4,2,1,2,22,2
HIDALGO,4950000,250,405,3,4,1,2,5,3
HIDALGO,2500000,196,300,2,2,4,0,29,2
HIDALGO,860000,120,105,3,1,1,2,5,2
HIDALGO,664290,142,105,3,1,1,2,6,2
HIDALGO,2264000,1438,270,3,2,1,4,0,1
HIDALGO,1170000,105,125,3,2,1,2,7,1
HIDALGO,1907100,2098,131,4,1,1,0,14,1
HIDALGO,1350000,120,130,3,2,1,1,29,2
HIDALGO,2400000,156,190,3,2,1,2,51,2
HIDALGO,1850000,120,165,3,3,1,0,0,1
HIDALGO,1350000,164,170,3,1,1,2,7,2
HIDALGO,1045000,107,160,4,2,0,0,19,1
HIDALGO,1550000,137,342,3,2,0,1,14,3
HIDALGO,1100000,129,75,2,1,0,1,18,1
HIDALGO,1900000,355,351,3,2,0,0,54,1
HIDALGO,1250000,120,130,3,2,1,2,5,2
HIDALGO,650000,90,61,2,1,1,2,36,2
HIDALGO,890000,600,150,3,1,0,0,6,1
HIDALGO,670000,105,76,3,1,0,1,37,1
HIDALGO,2200000,185,185,3,3,1,2,18,1
HIDALGO,440000,90,70,2,1,0,1,14,1
HIDALGO,1290000,140,138,3,2,1,1,6,2
HIDALGO,600000,105,70,2,1,0,2,4,1
HIDALGO,1090000,120,120,3,2,1,1,4,2
HIDALGO,980000,105,148,3,2,1,3,5,2
HIDALGO,2500000,830,120,1,0,0,0,32,1
HIDALGO,1130000,105,125,3,1,1,0,6,1
HIDALGO,1700000,149,160,3,2,2,2,5,2
HIDALGO,1350000,164,170,3,1,1,2,7,2
HIDALGO,1400000,176,110,3,2,0,1,54,1
HIDALGO,486300,68,68,2,1,1,1,5,1
HIDALGO,3500000,970,454,7,3,0,4,6,2
HIDALGO,700000,115,115,4,2,1,1,36,2
HIDALGO,428000,90,60,2,1,0,0,16,1
HIDALGO,452000,90,66,2,1,0,0,6,1
HIDALGO,800000,152,65,2,1,0,1,54,1
HIDALGO,1190000,500,280,2,1,1,4,4,2
HIDALGO,1350000,164,170,3,1,1,2,7,2
HIDALGO,1850000,115,180,3,3,1,0,6,1
HIDALGO,585000,105,80,3,1,0,1,29,1
HIDALGO,1575000,150,164,3,2,1,2,4,2
HIDALGO,1150000,105,112,3,2,0,2,35,1
HIDALGO,2600000,234,184,4,3,1,4,29,2
HIDALGO,650000,90,60,2,1,0,1,6,1
HIDALGO,2400000,242,235,3,3,1,3,24,2
HIDALGO,810000,107,112,3,1,0,0,8,1
HIDALGO,2750000,240,421,4,5,1,2,51,2
HIDALGO,440000,104,68,3,1,0,0,6,1
HIDALGO,540000,90,90,2,1,0,1,6,1
HIDALGO,4995000,1600,270,3,2,1,4,32,1
HIDALGO,1050000,70,105,3,2,1,2,25,1
HIDALGO,1100000,150,103,3,2,0,2,0,1
HIDALGO,1680000,160,160,3,3,1,2,3,3
HIDALGO,1290000,120,146,3,2,1,2,29,2
HIDALGO,1500000,1345,134,3,2,0,6,19,1
HIDALGO,420000,105,58,2,1,0,0,6,1
HIDALGO,2650000,210,285,3,3,2,2,53,2
HIDALGO,1500000,96,140,4,2,1,2,58,2
HIDALGO,880000,112,91,3,1,1,2,4,2
HIDALGO,1150000,105,156,3,2,0,1,30,3
HIDALGO,1350000,164,170,3,1,1,2,7,2
HIDALGO,890000,105,136,4,2,1,2,37,1
HIDALGO,1750000,96,171,3,3,1,1,58,2
HIDALGO,750000,112,88,3,1,1,2,56,2
HIDALGO,1310000,112,142,3,2,1,2,7,2
HIDALGO,584220,90,67,3,2,0,1,11,1
HIDALGO,395000,90,60,2,1,0,1,14,1
HIDALGO,750000,90,88,3,1,0,2,37,1
HIDALGO,2600000,136,225,1,3,1,2,51,2
HIDALGO,590000,90,57,2,1,0,1,38,1
HIDALGO,760099,90,113,3,1,0,1,5,2
HIDALGO,515000,90,55,2,1,0,1,12,1
HIDALGO,2600000,234,184,4,3,1,4,29,2
HIDALGO,1800000,105,160,3,3,3,0,6,1
HIDALGO,1600000,112,148,4,3,1,2,0,2
HIDALGO,1150000,105,156,3,2,1,1,5,3
HIDALGO,3980000,1600,250,3,2,0,5,38,1
HIDALGO,1090000,105,130,3,2,1,2,29,1
HIDALGO,1395000,105,145,3,2,1,1,38,1
HIDALGO,2450000,160,240,4,3,1,2,12,2
HIDALGO,3600000,300,350,4,4,0,4,54,1
HIDALGO,3100000,200,180,3,3,1,3,0,1
HIDALGO,2950000,290,525,3,2,0,3,20,1
HIDALGO,2200000,105,140,3,2,1,3,4,2
HIDALGO,620000,90,60,2,1,0,1,28,1
HIDALGO,955000,90,156,4,3,0,2,37,1
HIDALGO,1690000,130,195,4,3,1,1,25,2
HIDALGO,1400000,120,131,4,2,0,2,23,1
HIDALGO,745000,101,105,3,1,1,2,0,2
JALISCO,650000,60,73,2,1,1,1,37,2
JALISCO,2490000,150,170,3,3,1,2,12,2
JALISCO,470000,68,60,2,1,1,1,8,2
JALISCO,9400000,1356,538,3,3,3,8,18,3
JALISCO,825000,113,96,3,2,1,2,6,1
JALISCO,2300000,139,145,3,3,0,2,13,2
JALISCO,4620000,254,274,3,3,1,3,3,2
JALISCO,6100000,242,278,3,3,1,2,15,1
JALISCO,1200000,90,86,2,1,1,2,9,1
JALISCO,405000,93,52,2,1,0,1,8,1
JALISCO,2600000,508,120,3,2,0,2,25,1
JALISCO,28000000,1200,1000,4,5,2,8,42,3
JALISCO,5750000,276,450,7,3,1,2,19,2
JALISCO,2900000,334,160,3,4,0,2,55,1
JALISCO,8600000,600,550,5,5,2,4,0,1
JALISCO,440000,75,75,2,1,1,2,36,2
JALISCO,6900000,313,337,3,3,1,4,15,2
JALISCO,5800000,370,425,4,4,0,2,25,1
JALISCO,3850000,275,275,3,3,1,2,36,3
JALISCO,1900000,111,139,3,2,1,2,17,2
JALISCO,1250000,150,74,2,1,0,0,0,1
JALISCO,1750000,126,120,3,2,0,1,34,1
JALISCO,1750000,133,156,3,2,1,2,17,2
JALISCO,1350000,91,91,3,3,0,2,35,1
JALISCO,1669466,262,271,4,3,0,0,14,1
JALISCO,1750000,115,146,3,2,1,2,19,1
JALISCO,2050000,247,396,7,3,2,3,18,2
JALISCO,1773000,115,146,3,2,1,2,19,1
JALISCO,14800000,450,500,4,4,1,4,4,1
JALISCO,6490000,315,340,4,4,1,4,40,1
JALISCO,7000000,325,460,4,3,2,3,3,3
JALISCO,3595000,283,306,3,4,0,2,18,2
JALISCO,1790000,180,190,3,2,1,2,8,1
JALISCO,1200000,138,240,5,3,0,1,21,2
JALISCO,986040,64,120,3,3,0,1,58,1
JALISCO,1560000,102,130,3,2,1,2,42,2
JALISCO,564540,77,79,2,1,0,0,23,1
JALISCO,5350000,300,353,3,5,1,2,22,2
JALISCO,749000,124,55,2,1,0,1,15,1
JALISCO,1980000,130,144,3,2,1,2,15,2
JALISCO,6450000,250,330,4,3,1,4,0,1
JALISCO,1500000,110,130,3,3,0,2,45,2
JALISCO,650000,49,60,2,1,0,1,39,2
JALISCO,26500000,1863,600,4,3,3,4,14,1
JALISCO,4800000,400,460,4,4,1,4,24,1
JALISCO,3280000,180,225,3,4,0,2,56,1
JALISCO,2800000,525,490,4,2,0,0,46,1
JALISCO,5200000,285,348,4,5,1,2,20,2
JALISCO,5000000,323,185,4,2,0,2,40,1
JALISCO,1689600,106,160,3,3,0,0,50,1
JALISCO,1500000,130,120,4,1,1,2,44,1
JALISCO,5500000,843,400,4,5,0,4,24,1
JALISCO,4300000,392,296,4,3,1,3,10,1
JALISCO,12900000,328,430,3,3,1,6,20,1
JALISCO,650000,75,98,2,2,0,1,32,1
JALISCO,1590000,150,150,3,3,0,2,28,1
JALISCO,1600000,190,168,4,4,0,4,3,2
JALISCO,6500000,300,360,4,4,0,2,47,1
JALISCO,4150000,150,200,3,4,0,2,31,1
JALISCO,2400000,130,180,4,4,1,2,38,2
JALISCO,1450000,90,126,3,2,1,2,20,1
JALISCO,1650000,195,240,3,2,0,2,34,2
JALISCO,2200000,131,145,3,3,0,2,41,1
JALISCO,6500000,375,355,4,3,1,4,47,1
JALISCO,850000,98,190,4,3,1,0,32,1
JALISCO,8500000,260,431,4,4,1,2,52,3
JALISCO,2800000,170,285,3,3,0,2,31,1
JALISCO,3670800,165,180,3,3,5,2,26,1
JALISCO,500000,66,88,2,1,0,1,29,1
JALISCO,4900000,606,606,6,3,3,2,8,4
JALISCO,2300000,143,143,3,2,1,2,17,1
JALISCO,2330000,200,210,4,1,1,0,19,1
JALISCO,1200000,134,195,5,3,0,1,15,1
JALISCO,6300000,260,294,4,4,1,2,29,2
JALISCO,6950000,1984,535,4,4,1,10,0,1
JALISCO,2425000,140,170,4,3,1,2,2,1
JALISCO,1830000,102,137,3,2,0,2,41,1
JALISCO,8700000,737,510,4,5,1,2,37,3
JALISCO,1750000,195,176,1,1,0,0,55,1
JALISCO,5500000,427,312,3,3,1,3,29,2
JALISCO,1782860,124,200,3,1,1,1,37,1
JALISCO,1299000,90,82,3,2,0,2,12,1
JALISCO,7950000,575,670,6,6,0,6,18,3
JALISCO,1792384,119,152,3,2,0,0,50,1
JALISCO,5950000,263,272,3,3,1,2,32,2
JALISCO,1372000,351,280,3,4,0,2,0,1
JALISCO,5200000,353,403,4,4,0,4,36,1
JALISCO,5750000,2044,320,3,4,1,6,13,3
JALISCO,14900000,900,650,3,3,0,4,3,1
JALISCO,2850000,100,210,3,2,1,2,15,2
JALISCO,2975000,190,212,3,4,0,2,7,2
JALISCO,7500000,425,389,4,3,1,5,0,2
JALISCO,3900000,998,450,4,4,0,4,42,2
JALISCO,7352700,303,308,3,3,1,3,34,2
JALISCO,2700000,194,204,3,3,0,2,55,1
JALISCO,2250000,118,165,4,3,0,2,31,1
JALISCO,950000,90,90,3,2,0,1,21,1
JALISCO,9554200,415,415,3,3,1,3,12,1
JALISCO,1390000,140,116,3,1,0,0,18,1
JALISCO,2180000,205,130,3,2,0,0,20,1
JALISCO,590000,78,65,2,1,0,2,7,2
JALISCO,990000,72,82,3,2,0,1,10,1
JALISCO,430000,90,54,3,1,0,1,40,1
JALISCO,11700000,961,550,4,6,1,4,40,3
JALISCO,1785000,239,163,3,2,0,4,25,1
JALISCO,3700000,360,200,3,2,1,4,40,2
JALISCO,2700000,2024,250,4,4,0,6,9,2
JALISCO,11000000,586,512,4,4,0,5,29,1
JALISCO,750000,104,83,3,2,0,2,34,1
JALISCO,21800000,1105,930,4,5,3,5,35,1
JALISCO,1875000,88,114,3,3,0,2,29,1
JALISCO,1100000,151,118,3,2,0,1,45,1
JALISCO,2000000,730,200,5,3,0,0,3,1
JALISCO,1300000,90,150,3,2,1,2,32,1
JALISCO,6000000,957,270,6,3,0,0,44,1
JALISCO,4250000,209,212,3,4,0,2,29,2
JALISCO,1090000,80,110,3,2,0,1,4,2
JALISCO,2050000,138,180,3,2,0,2,43,1
JALISCO,1000000,96,96,3,1,1,1,16,1
JALISCO,1859550,116,230,5,3,0,0,50,1
JALISCO,5250000,832,277,4,2,1,3,37,2
JALISCO,4800000,580,580,3,2,2,9,6,1
JALISCO,5000000,250,340,3,3,0,2,42,1
JALISCO,4100000,272,220,4,3,1,3,43,1
JALISCO,8700000,600,320,3,3,1,3,12,1
JALISCO,13750000,2445,557,4,7,1,4,44,2
JALISCO,1438000,92,112,2,1,1,1,10,1
JALISCO,9200000,367,378,5,5,1,3,18,2
JALISCO,4200000,453,620,5,7,0,3,20,1
JALISCO,4800000,1557,200,3,3,0,6,3,1
JALISCO,1980000,82,143,3,1,1,0,38,2
JALISCO,6600000,225,374,5,3,0,2,18,1
JALISCO,9980000,300,300,3,3,1,1,48,1
JALISCO,3980000,215,300,4,4,0,3,9,2
JALISCO,1490000,175,122,3,2,0,3,9,1
JALISCO,3600000,165,230,4,4,1,2,44,3
JALISCO,3500000,336,246,3,3,0,3,10,3
JALISCO,3000000,1030,330,3,3,0,4,26,1
JALISCO,2500000,200,430,7,3,0,0,39,1
JALISCO,1379000,154,101,2,1,1,1,10,1
JALISCO,2022000,99,155,3,3,1,2,6,2
JALISCO,16000000,800,610,4,4,1,5,38,1
JALISCO,2800000,294,197,4,3,0,3,38,1
JALISCO,470000,90,54,2,1,0,1,40,1
JALISCO,3080000,160,195,3,4,0,2,0,1
JALISCO,2675000,485,160,3,2,0,3,18,1
JALISCO,7980000,270,370,4,3,1,2,5,2
JALISCO,1100000,210,180,4,3,0,3,33,1
JALISCO,670000,140,140,4,2,0,0,9,1
JALISCO,15890000,500,661,6,5,2,6,52,1
JALISCO,1200000,96,171,3,3,0,2,0,2
JALISCO,4350000,206,147,1,0,0,2,8,2
JALISCO,1850000,115,162,3,2,1,2,7,2
JALISCO,2100000,118,202,3,2,0,2,17,1
JALISCO,1245000,199,236,4,2,0,1,7,1
JALISCO,1920000,140,265,4,2,0,2,19,1
JALISCO,1100000,96,105,3,2,1,1,4,2
JALISCO,550000,109,58,2,1,1,1,12,1
JALISCO,3717000,160,216,3,4,0,2,6,1
JALISCO,4100000,250,250,3,3,0,4,19,2
JALISCO,1875000,84,105,3,1,1,2,28,1
JALISCO,16800000,550,520,4,4,1,4,3,1
JALISCO,750000,60,70,2,1,0,1,8,1
JALISCO,5500000,1600,540,4,5,0,6,41,1
JALISCO,2490000,187,197,4,2,1,3,2,1
JALISCO,1320000,141,276,7,3,0,0,18,1
JALISCO,6400000,320,237,3,5,0,2,20,1
JALISCO,16400000,565,492,3,3,1,3,21,1
JALISCO,1995000,120,150,3,2,0,2,51,1
JALISCO,23000000,900,900,4,5,1,6,28,1
JALISCO,5450000,228,272,4,4,0,3,50,1
JALISCO,3420000,168,209,4,4,0,2,30,3
JALISCO,1790000,172,192,3,2,0,1,55,1
JALISCO,2300000,110,222,4,3,1,3,10,3
JALISCO,4650000,239,390,4,3,0,2,42,1
JALISCO,865000,82,70,2,1,0,0,23,1
JALISCO,1250000,78,170,3,3,0,2,3,1
JALISCO,2980000,250,328,1,3,1,7,38,1
JALISCO,6495000,470,550,3,4,0,4,5,1
JALISCO,4700000,360,348,3,4,0,4,10,1
JALISCO,2250000,173,173,3,2,1,2,51,1
JALISCO,4585420,303,296,3,3,1,2,55,1
JALISCO,1385000,118,140,3,3,0,2,21,2
JALISCO,3790000,260,259,3,4,1,2,0,2
JALISCO,7800000,317,447,4,3,1,8,5,2
JALISCO,5247000,284,231,3,2,0,1,15,1
JALISCO,1780000,92,140,3,2,1,2,29,2
JALISCO,5545000,300,320,3,3,0,4,55,1
JALISCO,505000,60,80,4,2,0,1,0,2
JALISCO,1285000,131,110,3,2,1,2,54,2
JALISCO,5650000,372,335,4,4,1,4,12,2
JALISCO,1550000,140,140,3,3,0,2,4,2
JALISCO,8380000,713,600,4,5,2,6,6,1
JALISCO,1102000,80,82,2,3,1,2,5,1
JALISCO,997160,152,150,3,1,0,1,15,1
JALISCO,550000,148,148,2,2,0,2,26,1
JALISCO,13900000,350,376,3,5,1,4,37,1
JALISCO,870000,662,100,1,2,0,2,23,1
JALISCO,750000,104,64,2,1,0,1,5,1
JALISCO,1800000,147,220,4,3,0,1,0,1
JALISCO,2980000,255,274,3,3,1,2,25,2
JALISCO,6180000,1000,454,3,3,0,2,19,1
JALISCO,2300000,115,198,2,2,0,2,29,1
JALISCO,1950000,116,153,3,2,0,2,8,1
JALISCO,2000000,210,210,4,4,0,3,54,1
JALISCO,8400000,393,330,3,2,1,2,41,1
JALISCO,1250000,105,94,3,1,0,0,47,1
JALISCO,7780000,269,269,3,2,1,1,35,1
JALISCO,6250000,376,402,4,6,0,2,26,2
JALISCO,9000000,605,530,4,5,3,6,3,2
JALISCO,990000,160,220,6,2,1,1,24,2
JALISCO,4850000,340,300,4,3,1,4,12,1
JALISCO,1490000,145,170,3,2,1,2,44,2
JALISCO,4600000,1050,642,5,6,0,15,55,1
JALISCO,1200000,106,71,3,2,1,1,20,1
JALISCO,1252000,96,105,2,1,1,1,7,1
JALISCO,8900000,420,480,4,5,3,6,17,1
JALISCO,3500000,504,571,6,5,0,0,6,2
JALISCO,6800000,900,500,3,3,1,8,4,1
JALISCO,2100000,102,167,2,2,0,2,21,1
JALISCO,379328,68,60,2,2,0,0,50,1
JALISCO,9750000,413,413,4,5,0,4,4,1
JALISCO,5690000,242,278,3,3,1,2,37,1
JALISCO,7500000,360,460,4,3,0,3,36,2
JALISCO,1590000,148,233,3,4,0,2,15,1
JALISCO,2490000,100,230,3,2,2,2,16,3
JALISCO,3600000,146,146,3,2,1,2,48,2
JALISCO,4900000,846,400,4,4,1,6,0,2
JALISCO,1576350,128,121,3,2,0,1,37,1
JALISCO,1936483,120,120,3,3,0,2,5,2
JALISCO,880000,130,99,4,3,0,2,8,2
JALISCO,13900000,725,641,1,5,1,6,9,3
JALISCO,2290000,201,129,3,2,2,2,30,3
JALISCO,4450000,280,280,2,2,1,2,8,2
JALISCO,1090000,80,120,3,2,0,1,4,2
JALISCO,25500000,2388,832,3,6,2,6,9,2
JALISCO,4500000,537,450,4,4,3,10,38,1
JALISCO,12500000,468,503,4,3,1,6,3,1
JALISCO,1349000,75,90,2,3,0,2,38,1
JALISCO,1195000,161,161,3,2,1,1,0,1
JALISCO,995000,77,77,3,2,1,2,57,1
JALISCO,690000,74,76,3,2,0,1,40,2
JALISCO,550000,96,104,3,2,1,2,5,1
JALISCO,22900000,730,790,4,6,1,4,42,1
JALISCO,5800000,496,496,5,3,1,4,8,2
JALISCO,720000,90,82,3,1,0,1,40,1
JALISCO,2990000,183,198,3,3,0,1,0,2
JALISCO,11500000,673,550,3,4,2,3,25,1
JALISCO,3995000,195,144,1,4,0,2,50,2
JALISCO,3500000,168,245,4,4,0,2,20,3
JALISCO,18400000,1050,700,5,6,1,7,16,2
JALISCO,3654000,532,196,2,2,0,0,46,1
JALISCO,3400000,200,283,2,3,0,1,5,2
JALISCO,550000,90,90,3,1,1,1,8,2
JALISCO,550000,80,80,2,1,0,1,21,1
JALISCO,2550000,129,230,3,2,1,2,0,2
JALISCO,3190000,400,279,2,2,0,1,20,1
JALISCO,1800000,240,240,5,3,1,1,8,2
JALISCO,2800000,160,205,3,2,1,2,18,2
